ma_truong,ma_nganh,ten_nganh,nam
DSK,7510201A,Công nghệ kỹ thuật cơ khí (chuyên ngành Thiết kế và mô phỏng số trong cơ khí),2025
DSK,7510203,Công nghệ kỹ thuật cơ điện tử,2025
DSK,7510205,Công nghệ kỹ thuật ô tô,2025
DSK,7510205A,Công nghệ kỹ thuật ô tô (chuyên ngành Ô tô điện),2025
DSK,7510205KT,Công nghệ kỹ thuật ô tô (đào tạo 2 năm đầu tại Kon Tum),2025
DSK,7510206,Công nghệ kỹ thuật nhiệt (chuyên ngành Nhiệt - Điện lạnh),2025
DSK,7510301A,"Công nghệ kỹ thuật điện, điện tử (chuyên ngành Công nghệ kỹ thuật điện tử)",2025
DSK,7510301B,"Công nghệ kỹ thuật điện, điện tử (chuyên ngành Công nghệ kỹ thuật điện)",2025
DSK,7510302,Công nghệ kỹ thuật điện tử - viễn thông,2025
DSK,7510302A,Công nghệ kỹ thuật điện tử - viễn thông (chuyên ngành Thiết kế vi mạch bán dẫn),2025
DSK,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,2025
DSK,7510303KT,Công nghệ kỹ thuật điều khiển và tự động hóa (đào tạo 2 năm đầu tại Kon Tum),2025
DSK,7510401,Công nghệ kỹ thuật hóa học,2025
DSK,7510402,Công nghệ vật liệu (chuyên ngành Hóa học Vật liệu mới),2025
DSK,7510406,Công nghệ kỹ thuật môi trường,2025
DSK,7540102,Kỹ thuật thực phẩm,2025
DSK,7540102A,Kỹ thuật thực phẩm (chuyên ngành Kỹ thuật sinh học thực phẩm),2025
DSK,7580210,Kỹ thuật cơ sở hạ tầng (chuyên ngành Xây dựng hạ tầng đô thị),2025
DTB,7310101,Kinh tế,2025
DTB,7310201,Chính trị học,2025
DTB,7310206,Quan hệ quốc tế,2025
DTB,7340101,Quản trị kinh doanh,2025
DTB,7340201,Tài chính - Ngân hàng,2025
DTB,7340301,Kế toán,2025
DTB,7380101,Luật,2025
DTB,7480201,Công nghệ thông tin,2025
DTB,7510201,Công nghệ kỹ thuật cơ khí,2025
DTB,7510301,"Công nghệ kỹ thuật điện, điện tử",2025
DTC,7210403,Thiết kế đồ họa,2025
DTC,7220201,Tiếng Anh truyền thông,2025
DTC,7310109,Công nghệ tài chính,2025
DTC,7320104,Nghệ thuật số,2025
DTC,7320106,Công nghệ truyền thông,2025
DTC,7340122,Marketing số,2025
DTC,7340405,Quản lý logistics và chuỗi cung ứng,2025
DTC,7340406,Quản trị văn phòng,2025
DTC,7480101,Khoa học máy tính (Trí tuệ nhân tạo và dữ liệu lớn),2025
DTC,7480103,Kỹ thuật phần mềm liên kết quốc tế - KNU,2025
DTC,7480108,Kỹ thuật phần mềm,2025
DTC,7480201,Công nghệ thông tin,2025
DTC,7480202,An ninh mạng,2025
DTC,7510212,Công nghệ ôtô,2025
DTC,7510301,"Kỹ thuật điện, điện tử",2025
DTC,7510302,Vi mạch bán dẫn,2025
DTC,7510303,Tự động hóa,2025
DTC,7520119,Cơ điện tử,2025
DTD,7210403,Thiết kế đồ họa,2025
DTD,7220201,Ngôn ngữ Anh,2025
DTD,7229030,Văn học,2025
DTD,7310630,Việt Nam học,2025
DTD,7320104,Truyền thông đa phương tiện,2025
DTD,7340101,Quản trị kinh doanh,2025
DTD,7340115,Marketing,2025
DTD,7340120,Kinh doanh quốc tế,2025
DTD,7340201,Tài chính - Ngân hàng,2025
DTD,7340301,Kế toán,2025
DTD,7380107,Luật kinh tế,2025
DTD,7480201,Công nghệ thông tin,2025
DTD,7510102,Công nghệ kỹ thuật công trình xây dựng,2025
DTD,7510301,"Công nghệ kỹ thuật điện, điện tử",2025
DTD,7510605,Logistic và quản lý chuỗi cung ứng,2025
DTD,7540101,Công nghệ thực phẩm,2025
DTD,7620301,Nuôi trồng thủy sản,2025
DTD,7640101,Thú y,2025
DTD,7720201,Dược học,2025
DTD,7720301,Điều dưỡng,2025
DTD,7720401,Dinh dưỡng,2025
DTD,7810101,Du lịch,2025
DTD,7810103,Quản trị dịch vụ du lịch và lữ hành,2025
DTD,7810201,Quản trị khách sạn,2025
DTD,7850103,Quản lý đất đai,2025
DTE,7310101,Kinh tế,2025
DTE,7310101-HG,Kinh tế (học tại phân hiệu ĐHTN tại tỉnh Hà Giang),2025
DTE,7310104,Kinh tế đầu tư,2025
DTE,7310105,Kinh tế phát triển,2025
DTE,7340101,Quản trị kinh doanh,2025
DTE,7340101-TA,Quản trị kinh doanh (dạy và học bằng tiếng Anh),2025
DTE,7340115,Marketing,2025
DTE,7340115-TA,Quản trị marketing (dạy và học bằng tiếng Anh),2025
DTE,7340120,Kinh doanh quốc tế,2025
DTE,7340122,Thương mại điện tử,2025
DTE,7340201,Tài chính - Ngân hàng,2025
DTE,7340201-TA,Tài chính (dạy và học bằng tiếng Anh),2025
DTE,7340301,Kế toán,2025
DTE,7340403,Quản lý kinh tế,2025
DTE,7340404,Quản trị nhân lực,2025
DTE,7380107,Luật kinh tế,2025
DTE,7460108,Khoa học dữ liệu,2025
DTE,7510605,Logistics và Quản lý chuỗi cung ứng,2025
DTE,7810103,Quản trị kinh doanh khách sạn và du lịch,2025
DTE,7810103-HG,Quản trị kinh doanh khách sạn và du lịch (học tại phân hiệu ĐHTN tại tỉnh Hà Giang),2025
DTE,7810103-TA,Quản trị du lịch và khách sạn (dạy và học bằng tiếng Anh),2025
DTF,7140231,Sư phạm Tiếng Anh,2025
DTF,7140234,Sư phạm Tiếng Trung Quốc,2025
DTF,7220201,Ngôn ngữ Anh,2025
DTF,7220204,Ngôn ngữ Trung Quốc,2025
DTG,7140201,Giáo dục Mầm non,2025
DTG,7140202,Giáo dục Tiểu học,2025
DTG,7140227,Sư phạm Tiếng H’mong,2025
DTG,7220101,Tiếng Việt và văn hóa Việt Nam,2025
DTG,7220204,Ngôn ngữ Trung Quốc,2025
DTK,7220201,Ngôn ngữ Anh,2025
DTK,7480106,Kỹ thuật máy tính,2025
DTK,7510201,Công nghệ Kỹ thuật cơ khí,2025
DTK,7510202,Công nghệ Chế tạo máy,2025
DTK,7510205,Công nghệ Kỹ thuật ô tồ (Chuyên ngành: Công nghệ ô tô điện và ô tô lai),2025
DTK,7510301,Công nghệ Kỹ thuật điện; điện tử,2025
DTK,7510303,Công nghệ Kỹ thuật điều khiển và tự động hóa,2025
DTK,7510601,Quản lý công nghiệp (Chuyên ngành: Logistics),2025
DTK,7510604,Kinh tế công nghiệp,2025
DTK,7520103,Kỹ thuật cơ khí (Chuyên ngành: Tự động hóa thiết ké và chế tạo),2025
DTK,7520107,Kỹ thuật robot (Chuyên ngành: Robot và trí tuệ nhân tạo),2025
DTK,7520114,Kỹ thuật cơ điện tử,2025
DTK,7520116,Kỹ thuật cơ khí động lực (Chuyên ngành: Kỹ thuật ô tô điện và điều khiển thông minh),2025
DTK,7520201,Kỹ thuật điện,2025
DTK,7520207,Kỹ thuật điện tử - viễn thông,2025
DTK,7520216,Kỹ thuật điều khiển và tự động hoá,2025
DTK,7520309,Kỹ thuật vật liệu,2025
DTK,7520320,Kỹ thuật môi trường,2025
DTK,7580201,Kỹ thuật xây dựng,2025
DTK,7905218,Kỹ thuật cơ khí - Chương trình tiên tiến (Chuyên ngành: Tự động hóa cơ khí),2025
DTK,7905228,Kỹ thuật điện - Chương trình tiên tiến,2025
DTL,7210205,Thanh nhạc,2025
DTL,7210403,Thiết kế đồ họa,2025
DTL,7220201,Ngôn ngữ Anh,2025
DTL,7220204,Ngôn ngữ Trung Quốc,2025
DTL,7220209,Ngôn ngữ Nhật,2025
DTL,7220210,Ngôn ngữ Hàn Quốc,2025
DTL,7310106,Kinh tế quốc tế,2025
DTL,7310630,Việt Nam học,2025
DTL,7320104,Truyền thông đa phương tiện,2025
DTL,7340101,Quản trị kinh doanh,2025
DTL,7340115,Marketing,2025
DTL,7340122,Thương mại điện tử,2025
DTL,7340201,Tài chính – Ngân hàng,2025
DTL,7340301,Kế toán,2025
DTL,7380107,Luật kinh tế,2025
DTL,7480101,Khoa học máy tính,2025
DTL,7480102,Mạng máy tính và truyền thông dữ liệu,2025
DTL,7480104,Hệ thống thông tin,2025
DTL,7480201,Công nghệ thông tin,2025
DTL,7480207,Trí tuệ nhân tạo,2025
DTL,7510605,Logistics và quản lý chuỗi cung ứng,2025
DTL,7720301,Điều dưỡng,2025
DTL,7810103,Quản trị dịch vụ du lịch và lữ hành,2025
DTL,7810201,Quản trị khách sạn,2025
DTM,7340101,Quản trị kinh doanh,2025
DTM,7340116,Bất động sản,2025
DTM,73470101,Quản trị kinh doanh,2025
DTM,7440201,Địa chất học,2025
DTM,7440221,Biến đổi khí hậu,2025
DTM,7440222,Khí tượng và khí hậu học,2025
DTM,7440224,Thủy văn học,2025
DTM,7480104,Hệ thống thông tin,2025
DTM,7480201,Công nghệ thông tin,2025
DTM,7510401,Công nghệ kỹ thuật hóa học,2025
DTM,7510402,Công nghệ vật liệu,2025
DTM,7510406,Công nghệ kỹ thuật môi trường,2025
DTM,7510605,Logictics và quản lý chuỗi cung ứng,2025
DTM,7520503,Kỹ thuật trắc địa – Bản đồ,2025
DTM,7580106,Quản lý đô thị và công trình,2025
DTM,7580213,Kỹ thuật cấp thoát nước,2025
DTM,7850101,Quản lý tài nguyên và môi trường,2025
DTM,7850102,Kinh tế tài nguyên thiên nhiên,2025
DTM,7850103,Quản lý đất đai,2025
DTM,7850197,Quản lý tài nguyên và môi trường biển đảo,2025
DTM,7850198,Quản lý tài nguyên nước,2025
DTN,7220201,Ngôn ngữ Anh,2025
DTN,7310110,Quản lý kinh tế,2025
DTN,7320205,Quản lý thông tin,2025
DTN,7340120,Kinh doanh quốc tế,2025
DTN,7340301,Tài chính - Kế toán,2025
DTN,7420201,Công nghệ sinh học,2025
DTN,7440301,Khoa học môi trường,2025
DTN,7480201,Công nghệ và đổi mới sáng tạo,2025
DTN,7540101,Công nghệ thực phẩm,2025
DTN,7540106,Đảm bảo chất lượng và An toàn thực phẩm,2025
DTN,7549002,Dược liệu và hợp chất thiên nhiên,2025
DTN,7580109,Quản lý phát triển đô thị và bất động sản,2025
DTN,7620101,Nông nghiệp công nghệ cao,2025
DTN,7620105,Chăn nuôi thú y,2025
DTN,7620110,Khoa học cây trồng,2025
DTN,7620115,Kinh tế nông nghiệp,2025
DTN,7620205,Lâm sinh,2025
DTN,7620211,Quản lý tài nguyên rừng,2025
DTN,7640101,Thú y,2025
DTN,7810204,Quản lý du lịch quốc tế (Chương trình tiên tiến),2025
DTN,7810204-CTTT,Quản lý du lịch quốc tế (CTTT),2025
DTN,7850101,Quản lý tài nguyên và môi trường,2025
DTN,7850103,Quản lý đất đai,2025
DTN,7904492-CTTT,Khoa học và Quản lý môi trường (CTTT),2025
DTN,7905419-CTTT,Công nghệ thực phẩm (CTTT),2025
DTN,7906425-CTTT,Kinh tế nông nghiệp (CTTT),2025
DTP,51140201,Giáo dục Mầm non (cao đẳng),2025
DTP,7140201,Giáo dục Mầm non,2025
DTP,7140202,Giáo dục Tiểu học (Chương trình dạy và học bằng tiếng Anh),2025
DTP,7220204,Ngôn ngữ Trung Quốc,2025
DTP,7310101,Kinh tế,2025
DTP,7310101-KTS,Kinh tế số,2025
DTP,7620105,Chăn nuôi,2025
DTP,7620110,Khoa học cây trồng,2025
DTP,7810103,Quản trị dịch vụ du lịch và lữ hành,2025
DTP,7850101,Quản lý tài nguyên và môi trường,2025
DTQ,7220201,Ngôn ngữ Anh,2025
DTQ,7310601,Quốc tế học,2025
DTQ,7340101,Quản trị kinh doanh,2025
DTQ,7340120,Kinh doanh quốc tế,2025
DTQ,7340205,Công nghệ tài chính,2025
DTQ,7340301,Kế toán,2025
DTQ,7850101,Quản lý tài nguyên và môi trường,2025
DTS,7140101,Giáo dục học,2025
DTS,7140201,Giáo dục Mầm non,2025
DTS,7140202,Giáo dục Tiểu học,2025
DTS,7140204,Giáo dục Công dân,2025
DTS,7140205,Giáo dục Chính trị,2025
DTS,7140206,Giáo dục Thể chất,2025
DTS,7140207,Huấn luyện thể thao,2025
DTS,7140209,Sư phạm Toán học,2025
DTS,7140210,Sư phạm Tin học,2025
DTS,7140211,Sư phạm Vật lý,2025
DTS,7140212,Sư phạm Hoá học,2025
DTS,7140213,Sư phạm Sinh học,2025
DTS,7140217,Sư phạm Ngữ văn,2025
DTS,7140218,Sư phạm Lịch sử,2025
DTS,7140219,Sư phạm Địa lý,2025
DTS,7140221,Sư phạm Âm nhạc,2025
DTS,7140231,Sư phạm Tiếng Anh,2025
DTS,7140247,Sư phạm Khoa học tự nhiên,2025
DTS,7140249,Sư phạm Lịch sử - Địa lý,2025
DTS,7310403,Tâm lý học giáo dục,2025
DTS,7420203,Sinh học ứng dụng,2025
DTS,7810302,Huấn luyện thể thao,2025
DTT,7210403,Thiết kế đồ họa,2025
DTT,7210404,Thiết kế thời trang,2025
DTT,7220201,Ngôn ngữ Anh,2025
DTT,7220204,Ngôn ngữ Trung Quốc,2025
DTT,7310301,Xã hội học,2025
DTT,7340101,Quản trị kinh doanh (Chuyên ngành Quản trị nguồn nhân lực),2025
DTT,7340101C,Quản trị kinh doanh (Chuyên ngành Quản trị chuỗi cung ứng),2025
DTT,7340101N,Quản trị kinh doanh (Chuyên ngành Quản trị nhà hàng - khách sạn),2025
DTT,7340115,Marketing,2025
DTT,7340120,Kinh doanh quốc tế,2025
DTT,7340201,Tài chính - Ngân hàng,2025
DTT,7340201Q,Tài chính - Ngân hàng (Chuyên ngành Tài chính quốc tế),2025
DTT,7340301,Kế toán,2025
DTT,7340302,Kiểm toán (Chuyên ngành Kiểm toán và Phân tích dữ liệu),2025
DTT,7340408,"Quan hệ lao động (Chuyên ngành Quản lý quan hệ lao động, Chuyên ngành Hành vi tổ chức)",2025
DTT,7380101,Luật,2025
DTT,7420201,Công nghệ sinh học,2025
DTT,7440301,Khoa học môi trường,2025
DTT,7460112,Toán ứng dụng,2025
DTT,7460201,Thống kê,2025
DTT,7480101,Khoa học máy tính,2025
DTT,7480102,Mạng máy tính và truyền thông dữ liệu,2025
DTT,7480103,Kỹ thuật phần mềm,2025
DTT,7510406,Công nghệ kỹ thuật môi trường (Chuyên ngành cấp thoát nước và môi trường nước),2025
DTT,7520114,Kỹ thuật cơ điện tử,2025
DTT,7520201,Kỹ thuật điện,2025
DTT,7520207,Kỹ thuật điện tử - viễn thông,2025
DTT,7520207T,Kỹ thuật điện tử - viễn thông (Chuyên ngành Kỹ thuật thiết kế vi mạch bán dẫn),2025
DTT,7520216,Kỹ thuật điều khiển và tự động hóa,2025
DTT,7520301,Kỹ thuật hóa học,2025
DTT,7580101,Kiến trúc,2025
DTT,7580105,Quy hoạch vùng và đô thị,2025
DTT,7580108,Thiết kế nội thất,2025
DTT,7580201,Kỹ thuật xây dựng,2025
DTT,7580205,Kỹ thuật xây dựng công trình giao thông,2025
DTT,7580302,Quản lý xây dựng,2025
DTT,7720201,Dược học,2025
DTT,7760101,Công tác xã hội,2025
DTT,7810101,Du lịch (Chuyên ngành Quản lý du lịch),2025
DTT,7810101H,Du lịch (Chuyên ngành Hướng dẫn du lịch),2025
DTT,7810301,Quản lý thể dục thể thao (Chuyên ngành Kinh doanh thể thao và tổ chức sự kiện),2025
DTT,7810301G,Quản lý thể dục thể thao (Chuyên ngành Golf),2025
DTT,7850201,Bảo hộ lao động,2025
DTT,D7340101N,Quản trị kinh doanh (Chuyên ngành: Quản trị nhà hàng - khách sạn) - Chương trình dự bị đại học bằng tiếng Anh,2025
DTT,D7340115,Marketing - Chương trình dự bị đại học bằng tiếng Anh,2025
DTT,D7340120,Kinh doanh quốc tế - Chương trình dự bị đại học bằng tiếng Anh,2025
DTT,D7340201,Tài chính ngân hàng - Chương trình dự bị đại học bằng tiếng Anh,2025
DTT,D7340301,Kế toán (Chuyên ngành: Kế toán quốc tế) - Chương trình dự bị đại học bằng tiếng Anh,2025
DTT,D7420201,Công nghệ sinh học - Chương trình dự bị đại học bằng tiếng Anh,2025
DTT,D7480101,Khoa học máy tính - Chương trình dự bị đại học bằng tiếng Anh,2025
DTT,D7480103,Kỹ thuật phần mềm - Chương trình dự bị đại học bằng tiếng Anh,2025
DTT,D7520216,Kỹ thuật điều khiển và tự động hóa - Chương trình dự bị đại học bằng tiếng Anh,2025
DTT,D7580201,Kỹ thuật xây dựng - Chương trình dự bị đại học bằng tiếng Anh,2025
DTT,DK7340101,Quản trị kinh doanh (song bằng 2+2) - Chương trình dự bị Trường Đại học Kinh tế và Kinh doanh Praha (Cộng Hòa Séc),2025
DTT,DK7340101E,Quản trị kinh doanh toàn cầu (đơn bằng 2+2) - Chương trình dự bị liên kết Trường Kinh doanh Emlyon (Pháp),2025
DTT,DK7340101L,Quản trị kinh doanh (đơn bằng 3+1) – Chương trình dự bị liên kết Đại học Lunghwa (Đài Loan),2025
DTT,DK7340101M,"Kinh doanh (Tài chính, Kinh doanh quốc tế, Marketing, Kế toán, Quản trị nguồn nhân lực & Quan hệ lao động) (đơn bằng 2+1,5) - Chương trình dự bị liên kết Đại học Massey (New Zealand)",2025
DTT,DK7340101N,"Quản trị nhà hàng - khách sạn (song bằng 2,5+1,5) - Chương trình dự bị liên kết Đại học Taylor’s (Malaysia)",2025
DTT,DK7340120L,Kinh doanh quốc tế (song bằng 3 +1) - Chương trình dự bị liên kết Đại học La Trobe (Úc),2025
DTT,DK7340201X,Tài chính và kiểm soát (song bằng 3+1) - Chương trình dự bị liên kết Đại học khoa học ứng dụng Saxion (Hà Lan),2025
DTT,DK7340301,"Kế toán (song bằng 3+1) - Chương trình dự bị liên kết Đại học West of England, Bristol (Vương Quốc Anh)",2025
DTT,DK7480101L,Công nghệ thông tin (song bằng 2+2) - Chương trình dự bị liên kết Đại học La Trobe (Úc),2025
DTT,DK7480101T,Khoa học máy tính (đơn bằng 2+2) - Chương trình dự bị liên kết Đại học Kỹ thuật Ostrava (CH Séc),2025
DTT,DK7520201,"Kỹ thuật điện – điện tử (song bằng 2,5+1,5) - Chương trình dự bị liên kết Đại học khoa học ứng dụng Saxion (Hà Lan)",2025
DTT,DK7580201,Kỹ thuật xây dựng (song bằng 2+2) - Chương trình dự bị liên kết Đại học La Trobe (Úc),2025
DTT,F7210403,Thiết kế đồ họa - Chương trình tiên tiến,2025
DTT,F7220201,Ngôn ngữ Anh - Chương trình tiên tiến,2025
DTT,F7220204,Ngôn ngữ Trung Quốc - Chương trình tiên tiến,2025
DTT,F7310301,Xã hội học - Chương trình tiên tiến,2025
DTT,F7340101,Quản trị kinh doanh (Chuyên ngành Quản trị nguồn nhân lực) - Chương trình tiên tiến,2025
DTT,F7340101N,Quản trị kinh doanh (Chuyên ngành Quản trị nhà hàng - khách sạn) - Chương trình tiên tiến,2025
DTT,F7340115,Marketing - Chương trình tiên tiến,2025
DTT,F7340120,Kinh doanh quốc tế - Chương trình tiên tiến,2025
DTT,F7340201,Tài chính - Ngân hàng - Chương trình tiên tiến,2025
DTT,F7340301,Kế toán - Chương trình tiên tiến,2025
DTT,F7380101,Luật (Chuyên ngành Luật kinh tế) - Chương trình tiên tiến,2025
DTT,F7380101T,Luật (Chuyên ngành Luật thương mại quốc tế) - Chương trình tiên tiến,2025
DTT,F7420201,Công nghệ sinh học - Chương trình tiên tiến,2025
DTT,F7480101,Khoa học máy tính - Chương trình tiên tiến,2025
DTT,F7480103,Kỹ thuật phần mềm - Chương trình tiên tiến,2025
DTT,F7520201,Kỹ thuật điện - Chương trình tiên tiến,2025
DTT,F7520207,Kỹ thuật điện tử - viễn thông - Chương trình tiên tiến,2025
DTT,F7520216,Kỹ thuật điều khiển và tự động hóa - Chương trình tiên tiến,2025
DTT,F7520301,Kỹ thuật hóa học - Chương trình tiên tiến,2025
DTT,F7580101,Kiến trúc - Chương trình tiên tiến,2025
DTT,F7580201,Kỹ thuật xây dựng - Chương trình tiên tiến,2025
DTT,FA7220201,Ngôn ngữ Anh - Chương trình đại học bằng tiếng Anh,2025
DTT,FA7340101N,Quản trị kinh doanh (Chuyên ngành: Quản trị nhà hàng - khách sạn) - Chương trình đại học bằng tiếng Anh,2025
DTT,FA7340115,Marketing - Chương trình đại học bằng tiếng Anh,2025
DTT,FA7340120,Kinh doanh quốc tế - Chương trình đại học bằng tiếng Anh,2025
DTT,FA7340201,Tài chính ngân hàng - Chương trình đại học bằng tiếng Anh,2025
DTT,FA7340301,Kế toán (Chuyên ngành: Kế toán quốc tế) - Chương trình đại học bằng tiếng Anh,2025
DTT,FA7420201,Công nghệ sinh học - Chương trình đại học bằng tiếng Anh,2025
DTT,FA7480101,Khoa học máy tính - Chương trình đại học bằng tiếng Anh,2025
DTT,FA7480103,Kỹ thuật phần mềm - Chương trình đại học bằng tiếng Anh,2025
DTT,FA7520216,Kỹ thuật điều khiển và tự động hóa - Chương trình đại học bằng tiếng Anh,2025
DTT,FA7580201,Kỹ thuật xây dựng - Chương trình đại học bằng tiếng Anh,2025
DTT,K7220201,"Ngôn ngữ Anh (đơn bằng 3+1) - Chương trình liên kết Đại học West of England, Bristol (Vương Quốc Anh)",2025
DTT,K7340101,Quản trị kinh doanh (song bằng 2+2) - Chương trình liên kết Trường Đại học Kinh tế và Kinh doanh Praha (Cộng Hòa Séc),2025
DTT,K7340101E,Quản trị kinh doanh toàn cầu (đơn bằng 2+2) - Chương trình liên kết Trường Kinh doanh Emlyon (Pháp),2025
DTT,K7340101L,Quản trị kinh doanh (đơn bằng 3+1) – Chương trình liên kết Đại học Lunghwa (Đài Loan),2025
DTT,K7340101M,"Kinh doanh (Tài chính, Kinh doanh quốc tế, Marketing, Kế toán, Quản trị nguồn nhân lực & Quan hệ lao động) (đơn bằng 2+1,5) - Chương trình liên kết Đại học Massey (New Zealand)",2025
DTT,K7340101N,"Quản trị nhà hàng - khách sạn (song bằng 2,5+1,5) - Chương trình liên kết Đại học Taylor’s (Malaysia)",2025
DTT,K7340120L,Kinh doanh quốc tế (song bằng 3 +1) - Chương trình liên kết Đại học La Trobe (Úc),2025
DTT,K7340201X,Tài chính và kiểm soát (song bằng 3+1) - Chương trình liên kết Đại học khoa học ứng dụng Saxion (Hà Lan),2025
DTT,K7340301,"Kế toán (song bằng 3+1) - Chương trình liên kết Đại học West of England, Bristol (Vương Quốc Anh)",2025
DTT,K7480101L,Công nghệ thông tin (song bằng 2+2) - Chương trình liên kết Đại học La Trobe (Úc),2025
DTT,K7480101T,Khoa học máy tính (đơn bằng 2+2) - Chương trình liên kết Đại học Kỹ thuật Ostrava (CH Séc),2025
DTT,K7520201,"Kỹ thuật điện – điện tử (song bằng 2,5+1,5) - Chương trình liên kết Đại học khoa học ứng dụng Saxion (Hà Lan)",2025
DTT,K7580201,Kỹ thuật xây dựng (song bằng 2+2) - Chương trình liên kết Đại học La Trobe (Úc),2025
DTT,N7210403,Thiết kế đồ họa - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7220201,Ngôn ngữ Anh - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7340101N,Quản trị kinh doanh (Chuyên ngành Quản trị nhà hàng - khách sạn) - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7340115,Marketing - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7340301,Kế toán - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7340408,Quan hệ lao động (Chuyên ngành Hành vi tổ chức) - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7380101,Luật (Chuyên ngành Luật kinh tế) - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7480101,Khoa học máy tính - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7480103,Kỹ thuật phần mềm - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7580302,Quản lý xây dựng - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7810101H,Du lịch (Chuyên ngành Hướng dẫn du lịch) - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7810301,Quản lý thể dục thể thao (Chuyên ngành Kinh doanh thể thao và tổ chức sự kiện) - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTT,N7850201,Bảo hộ lao động - Chương trình học tại Phân hiệu Khánh Hòa,2025
DTV,7220201,Ngôn ngữ Anh,2025
DTV,7340101,Quản trị kinh doanh,2025
DTV,7340201,Tài chính - Ngân hàng,2025
DTV,7340301,Kế toán,2025
DTV,7480201,Công nghệ thông tin,2025
DTV,7510301,Công nghệ kỹ thuật điện; điện tử,2025
DTV,7580201,Kỹ thuật xây dựng,2025
DTV,7580205,Kỹ thuật xây dựng công trình giao thông,2025
DTV,7640101,Thú y,2025
DTV,7720115,Y học cổ truyền,2025
DTV,7720603,Kỹ thuật phục hồi chức năng,2025
DTY,7720101,Y khoa,2025
DTY,7720110,Y học dự phòng,2025
DTY,7720201,Dược học,2025
DTY,7720301,Điều dưỡng,2025
DTY,7720302,Hộ sinh,2025
DTY,7720501,Răng - Hàm - Mặt,2025
DTY,7720601,Kỹ thuật xét nghiệm y học,2025
DTY,7720602,Kỹ thuật hình ảnh y học,2025
DTY,7720603,Kỹ thuật phục hồi chức năng,2025
DTZ,7220112,Ngôn ngữ và văn hóa các dân tộc thiểu số Việt Nam,2025
DTZ,7220201,Ngôn ngữ Anh (Tiếng Anh ứng dụng),2025
DTZ,7220201_AH,Song ngữ Anh - Hàn,2025
DTZ,7220201_AT,Song ngữ Anh - Trung,2025
DTZ,7220201_GV,CTĐT định hướng giáo viên Tiếng Anh,2025
DTZ,7229010,Lịch sử- Địa lý và Kinh tế Pháp luật,2025
DTZ,7229030,Văn học (CTĐT Giáo viên),2025
DTZ,7310612,Trung Quốc học,2025
DTZ,7310614,Hàn Quốc học,2025
DTZ,7310630,Việt Nam học,2025
DTZ,7320101,Quản trị truyền thông,2025
DTZ,7320201,Thư viện - Thiết bị trường học và Văn thư,2025
DTZ,7340401,Khoa học quản lý (Quản lý nhân lực),2025
DTZ,7340401_QLKT,Quản lý kinh tế,2025
DTZ,7380101,Luật,2025
DTZ,7380101_LKT,Luật kinh tế,2025
DTZ,7420201,Công nghệ sinh học,2025
DTZ,7440102,Vật lý (CTĐT Giáo viên),2025
DTZ,7440102_TD,Công nghệ bán dẫn,2025
DTZ,7440112_KHTN,Khoa học Tự nhiên tích hợp STEM,2025
DTZ,7460101_TA,CTĐT Toán học định hướng giảng dạy bằng tiếng Anh,2025
DTZ,7460101_TV,CTĐT Toán học định hướng giảng dạy bằng tiếng Việt,2025
DTZ,7460117,Toán tin (CTĐT Giáo viên),2025
DTZ,7510401,Công nghệ kỹ thuật hóa học,2025
DTZ,7720203,Hóa dược,2025
DTZ,7720203_TD,Chăm sóc sắc đẹp từ Dược liệu,2025
DTZ,7760101,Công tác xã hội,2025
DTZ,7810101,Du lịch,2025
DTZ,7810103,Quản trị dịch vụ du lịch và lữ hành,2025
DTZ,7810301,Quản lý thể dục thể thao,2025
DTZ,7850101,Quản lý tài nguyên và môi trường,2025
DVB,A1AA,Ngôn ngữ Anh,2025
DVB,A1CK,Cơ khí chế tạo máy,2025
DVB,A1CN,Công nghệ kỹ thuật cơ khí,2025
DVB,A1CO,Cơ khí động lực - ô tô,2025
DVB,A1DC,Công nghệ kỹ thuật điện,2025
DVB,A1DH,Hệ thống điện,2025
DVB,A1DT,Điện tự động hóa,2025
DVB,A1EM,Marketing,2025
DVB,A1ET,Marketing thương mại,2025
DVB,A1GK,Công nghệ kỹ thuật điều khiển,2025
DVB,A1GT,Công nghệ tự động hóa,2025
DVB,A1HH,Ngôn ngữ Hàn Quốc,2025
DVB,A1IC,Kỹ thuật Cơ điện tử,2025
DVB,A1KD,Kế toán doanh nghiệp công nghiệp,2025
DVB,A1KH,Kế toán tổng hợp,2025
DVB,A1LD,Luật dân sự,2025
